a,b,p_calib
-77,27,1.0126102771474297e-07
-77,28,9.8115992548472879e-08
-77,29,1.6828773193980731e-07
-77,30,1.0114636849789885e-07
-77,31,1.3637464925539745e-07
-77,32,1.294218226695586e-07
-77,33,7.8095117610455361e-08
-77,34,5.8505362180723204e-08
-77,35,1.0838864213119418e-07
-77,36,1.2897556523307259e-07
-77,37,8.6249842168765442e-08
-77,38,4.8342967698819477e-08
-77,39,7.7675213508122311e-08
-77,40,5.0597217911226583e-08
-77,41,8.5878186400187091e-08
-77,42,5.9673117681464855e-08
-77,43,5.6103123067733591e-08
-77,44,2.749704611894335e-08
-77,45,4.9435627532195311e-08
-77,46,3.4989363252283009e-08
-77,47,4.5356527050379983e-08
-77,48,3.7919438279074285e-08
-77,49,5.3706240022033248e-08
-77,50,2.053466180429451e-08
-77,51,4.4524482260155129e-08
-77,52,5.1243697673516909e-08
-77,53,4.5906784179202273e-08
-77,54,3.9938469625821496e-08
-77,55,2.0513265689745548e-08
-77,56,2.4957197547411132e-08
-77,57,2.059573828270081e-08
-77,58,1.4975946265850929e-08
-77,59,3.5186025755325907e-08
-77,60,2.4729121412213641e-08
-77,61,2.6263901183021484e-08
-77,62,2.7298345291177407e-08
-77,63,8.1168787372086273e-09
-77,64,3.2418321642053402e-08
-77,65,1.8217059159718745e-08
-77,66,2.4325130814246462e-08
-77,67,1.4723549455886131e-08
-77,68,1.3745394261298884e-08
-77,69,3.8702086114616449e-09
-77,70,1.7591472156816729e-08
-77,71,9.2238086403661481e-09
-77,72,9.381358937684916e-09
-77,73,2.4780021025702799e-08
-77,74,3.6603835221538138e-09
-77,75,1.3364128257941732e-09
-77,76,2.3638847336816277e-08
-77,77,6.2970216748768046e-09
-77,78,3.6926838717877484e-09
-77,79,9.8128449428370586e-09
-77,80,7.4170833795538783e-09
-77,81,5.4747887798850172e-09
-77,82,5.4067750612413542e-09
-77,83,2.5944297679849187e-09
-77,84,8.3230852230233913e-09
-77,85,2.8101488549083754e-10
-77,86,4.5652792453709488e-09
-77,87,1.9132653027126653e-09
-77,88,6.0774309633905136e-09
-77,89,6.3715460029302735e-11
-77,90,6.1945584115755821e-12
-77,91,4.5497928635152051e-09
-77,92,1.9911081684164356e-10
-77,94,1.0129051605650855e-09
-77,96,4.7672818063363919e-10
-77,97,1.3505402132213698e-09
-77,98,7.7395481859781372e-09
-77,99,8.1224568406835529e-11
-77,100,5.9086136031631191e-09
-77,101,7.5030009995259949e-11
-77,102,4.9249901277025066e-10
-77,104,3.847263508936139e-09
-77,105,3.6389556491770619e-09
-77,106,1.4495267217381692e-09
-77,107,2.7948680112094877e-09
-77,109,1.7604715032086666e-09
-77,110,3.8077732092446009e-09
-77,114,2.7964008347796471e-10
-77,115,2.5163814509674418e-10
-77,117,5.9086136031631191e-09
-77,125,1.1946649010498614e-09
-77,127,8.4217710437451711e-09
-76,-127,1.9332727252612751e-08
-76,-125,4.8734742397185625e-10
-76,-123,7.5030009995259949e-11
-76,-122,7.5030009995259949e-11
-76,-120,1.2987398000260129e-09
-76,-118,4.5018007107378992e-10
-76,-117,5.787487825760425e-10
-76,-116,5.9086136031631191e-09
-76,-115,5.2982439489611188e-10
-76,-114,1.0129051605650855e-09
-76,-112,6.7267218513059473e-09
-76,-109,5.2521009772239522e-10
-76,-107,2.6260504886119764e-09
-76,-106,1.2159034120124243e-09
-76,-105,1.1442076913936965e-09
-76,-104,7.5030009995259949e-11
-76,-103,3.0982591177633659e-09
-76,-102,8.1224568406835529e-11
-76,-100,7.5030009995259949e-11
-76,-99,4.9979185320840595e-09
-76,-98,6.9970860271157777e-09
-76,-97,5.3140465613397084e-10
-76,-96,6.9965485738833196e-09
-76,-95,1.0879351705603454e-09
-76,-94,7.8700764407021449e-09
-76,-92,5.2521009772239522e-10
-76,-91,3.1887754258803115e-10
-76,-90,3.0433298576293209e-09
-76,-89,1.9361314868691543e-09
-76,-88,2.6225738843496134e-10
-76,-87,5.9359518272254295e-09
-76,-86,1.3505402132213698e-09
-76,-85,3.7702581743648949e-09
-76,-84,4.5928544330674847e-09
-76,-83,6.7196583403464418e-09
-76,-82,4.5670015840813932e-09
-76,-81,6.44001825929709e-09
-76,-80,1.0129051605650855e-09
-76,-79,4.4701800732879061e-09
-76,-78,4.0141056504914422e-09
-76,-77,6.059194927412093e-09
-76,-76,6.0024007996207959e-10
-76,-75,9.8606784366992623e-09
-76,-74,2.4443697146877083e-09
-76,-73,2.4497314682643071e-08
-76,-72,1.5217818394422989e-08
-76,-71,8.6943947165658949e-09
-76,-70,1.0189369752987526e-08
-76,-69,6.0653895848098804e-09
-76,-68,6.1569331215383392e-09
-76,-67,2.3710305844143903e-09
-76,-66,5.2783014826853954e-09
-76,-65,1.9495714566624681e-08
-76,-64,5.9926665665887812e-09
-76,-63,5.2166086147733885e-09
-76,-62,1.3605747824686923e-08
-76,-61,1.2478938869216895e-08
-76,-60,1.5246499744409655e-08
-76,-59,1.605345168842659e-08
-76,-58,1.4452980087377187e-08
-76,-57,1.9281416895303988e-08
-76,-56,1.8942818257700309e-08
-76,-55,1.5253706218328762e-08
-76,-54,2.1529219977077705e-08
-76,-53,1.5739204504505885e-08
-76,-52,3.4888418219024571e-08
-76,-51,2.4090211438634828e-08
-76,-50,3.0570384195075703e-08
-76,-49,3.4933296987473611e-08
-76,-48,1.9536785155955507e-08
-76,-47,6.1932675740892587e-08
-76,-46,2.5135402128469191e-08
-76,-45,3.1147284059207119e-08
-76,-44,6.0366985754884761e-08
-76,-43,3.7460202693919603e-08
-76,-42,3.8277584948634199e-08
-76,-41,3.342691325859368e-08
-76,-40,3.9892420140685766e-08
-76,-39,5.7566539479567261e-08
-76,-38,4.8210449795534423e-08
-76,-37,5.4687367025100756e-08
-76,-36,7.0684180507893268e-08
-76,-35,6.5935261552148639e-08
-76,-34,7.0980003788726695e-08
-76,-33,1.0265995598214795e-07
-76,-32,7.6183573449892115e-08
-76,-31,1.0815770703673282e-07
-76,-30,8.6556396945724016e-08
-76,-29,7.7162249608890921e-08
-76,-28,1.0530958156324619e-07
-76,-27,1.1085186570615605e-07
-76,-26,7.3632173822870022e-08
-76,-25,1.118148632113285e-07
-76,-24,1.324938517046198e-07
-76,-23,1.4904340099727403e-07
-76,-22,1.6070893035169446e-07
-76,-21,1.1705772287102735e-07
-76,-20,1.3856793481198725e-07
-76,-19,1.7913511610279316e-07
-76,-18,1.9105945139041732e-07
-76,-17,1.6850568452255099e-07
-76,-16,1.853518434957296e-07
-76,-15,1.6315996491157751e-07
-76,-14,2.0528535613106087e-07
-76,-13,1.6426751453638585e-07
-76,-12,2.2755102987599702e-07
-76,-11,2.2146272810726007e-07
-76,-10,2.3622241455772159e-07
-76,-9,2.9928457526036532e-07
-76,-8,2.7986537121131949e-07
-76,-7,2.8203221107833918e-07
-76,-6,3.305941975503212e-07
-76,-5,3.7491895334490857e-07
-76,-4,3.3564070795712841e-07
-76,-3,3.1633531866155507e-07
-76,-2,3.6694009275280582e-07
-76,-1,3.5657777763970296e-07
-76,0,3.6066893351793249e-07
-76,1,4.2693341155528702e-07
-76,2,3.1948105620648918e-07
-76,3,3.7464682116956424e-07
-76,4,3.6767024362928475e-07
-76,5,2.7783996347342818e-07
-76,6,2.954974322054467e-07
-76,7,2.9454022029409063e-07
-76,8,3.2297562189850491e-07
-76,9,3.0661365731295649e-07
-76,10,2.6693622900824614e-07
-76,11,2.3183407989836161e-07
-76,12,2.7591366789678555e-07
-76,13,2.3179879150454376e-07
-76,14,2.6480433292679363e-07
-76,15,2.0315074292961075e-07
-76,16,1.985729320793338e-07
-76,17,1.6779495385325656e-07
-76,18,2.1999058871729322e-07
-76,19,2.1329326228604004e-07
-76,20,1.8309721607710253e-07
-76,21,1.9139917609200118e-07
-76,22,1.805815693567132e-07
-76,23,1.6137858775338201e-07
-76,24,1.3538460707135053e-07
-76,25,1.4761496105010709e-07
-76,26,1.2021127496293655e-07
-76,27,1.3956034345354071e-07
-76,28,1.0378960985921332e-07
-76,29,1.226619524924608e-07
-76,30,1.410234603747723e-07
-76,31,1.5768582467286005e-07
-76,32,1.2284252342574946e-07
-76,33,1.2904874225875403e-07
-76,34,1.1290855119371975e-07
-76,35,1.2042742100833874e-07
-76,36,9.491920464366218e-08
-76,37,6.3764179929533045e-08
-76,38,5.4382740556901082e-08
-76,39,7.2413981348544595e-08
-76,40,8.1340623524072277e-08
-76,41,6.100703021866472e-08
-76,42,9.749171822547344e-08
-76,43,5.9171292614668769e-08
-76,44,6.639775346487119e-08
-76,45,7.5024593158997962e-08
-76,46,4.4170299357695943e-08
-76,47,3.5590110522625263e-08
-76,48,4.354134797527592e-08
-76,49,3.9028659083463383e-08
-76,50,4.6693430485359796e-08
-76,51,4.2803705401379055e-08
-76,52,4.1712972918597261e-08
-76,53,3.221576651631068e-08
-76,54,3.2910885147951691e-08
-76,55,3.0501549751094273e-08
-76,56,5.2679031302418428e-08
-76,57,3.8584784191090019e-08
-76,58,4.8584920828733153e-08
-76,59,1.3206356728082417e-08
-76,60,3.2855670291977333e-08
-76,61,4.4084256633942707e-08
-76,62,1.7372213056348692e-08
-76,63,2.4798604072705638e-08
-76,64,3.1126756124741179e-08
-76,65,2.3959147145918515e-08
-76,66,1.8595970329946918e-08
-76,67,2.1349214275197385e-08
-76,68,1.2466375206605988e-08
-76,69,1.7092698767547027e-08
-76,70,9.1909707132888534e-09
-76,71,1.7719392898411445e-08
-76,72,8.2019749250040485e-09
-76,73,1.2730655650132779e-08
-76,74,6.8884757005738363e-09
-76,75,2.620930362996144e-09
-76,76,8.7280067631333337e-09
-76,77,1.8880019780032367e-08
-76,78,4.2181785711312485e-09
-76,79,3.5639255794176519e-09
-76,80,2.566617452413323e-09
-76,81,1.3644495068139609e-08
-76,82,3.2356771338932988e-09
-76,83,1.1442219090487131e-08
-76,84,1.3694904997490657e-08
-76,85,9.7348282392638241e-09
-76,86,1.1504022498052721e-09
-76,88,5.7397959081379963e-09
-76,89,6.1944482426240467e-09
-76,90,2.551020418852566e-09
-76,91,1.0129051605650855e-09
-76,92,3.2450479934654356e-09
-76,93,1.7198749987722565e-09
-76,94,1.519357735818881e-09
-76,95,1.3843732893013614e-09
-76,96,2.3068252440910358e-09
-76,97,1.0394532701249347e-09
-76,98,7.3601471053471738e-10
-76,100,4.5018007107378992e-10
-76,101,2.9118851280729041e-09
-76,102,2.9869150659036672e-09
-76,103,4.5018007107378992e-10
-76,104,1.0691776647450911e-09
-76,105,1.0129051605650855e-09
-76,106,1.6881752259751125e-10
-76,107,1.6881752259751125e-10
-76,108,8.4555723362310228e-09
-76,110,2.7039564215262043e-10
-76,111,7.5030009995259949e-11
-76,112,1.4630852316388754e-09
-76,114,5.9836436131583786e-09
-76,115,2.8251613054536198e-09
-76,116,9.9562203277528598e-09
-76,117,4.42468492664154e-12
-76,118,6.0774309633905136e-09
-76,123,1.6881752259751125e-10
-76,124,7.5030009995259949e-11
-76,127,9.143943097838639e-09
-75,-127,1.7638484975445687e-08
-75,-125,7.5030009995259949e-11
-75,-122,3.2047992711880189e-09
-75,-121,7.5030009995259949e-11
-75,-119,1.0129051605650855e-09
-75,-117,2.6260504886119764e-09
-75,-116,7.964432382232199e-11
-75,-113,2.1680955654820974e-10
-75,-112,1.114672909020615e-09
-75,-108,1.0289288536498324e-09
-75,-105,3.1039164412603598e-09
-75,-104,7.5030009995259949e-11
-75,-103,5.2521009772239522e-10
-75,-102,5.2521009772239522e-10
-75,-101,4.5018007107378992e-10
-75,-100,4.5018007107378992e-10
-75,-99,1.3374873829369155e-09
-75,-98,6.189975936713012e-10
-75,-97,9.6458130429340422e-11
-75,-96,1.1817227206326241e-09
-75,-95,2.7010804264427395e-09
-75,-94,8.605853741513618e-10
-75,-93,1.1008963442042812e-08
-75,-92,2.5196999280054953e-09
-75,-91,8.0466208875063293e-09
-75,-90,8.6815636274538146e-09
-75,-89,6.940276203199065e-10
-75,-88,1.6881752259751125e-10
-75,-87,3.8746647416571116e-09
-75,-86,2.7245311633794167e-09
-75,-85,1.2379951961019804e-09
-75,-84,7.4279711766118829e-09
-75,-83,5.6237745062046155e-10
-75,-82,1.0190997189766611e-09
-75,-81,3.300799103143643e-09
-75,-80,2.9650760977412951e-09
-75,-79,2.7198379789201046e-09
-75,-78,2.1700550698460464e-09
-75,-77,3.413517754888255e-09
-75,-76,7.4323958615385256e-09
-75,-75,1.376709091798193e-09
-75,-74,8.019472481021708e-09
-75,-73,1.8629219310538744e-08
-75,-72,7.0295282068585342e-09
-75,-71,1.6131200074143492e-08
-75,-70,2.5758302502652494e-09
-75,-69,1.4630852316388754e-09
-75,-68,7.7498512098996418e-09
-75,-67,1.0829226323455932e-08
-75,-66,4.659935739767556e-09
-75,-65,1.7234290013908076e-08
-75,-64,1.199672673038713e-08
-75,-63,1.3240679757480759e-08
-75,-62,6.2411761027855234e-09
-75,-61,9.5128825765520662e-09
-75,-60,1.9093225899372536e-08
-75,-59,1.0434860468594239e-08
-75,-58,1.993693460515913e-08
-75,-57,2.4139405688954605e-08
-75,-56,3.5817934288256981e-08
-75,-55,2.6611145125697336e-08
-75,-54,1.1526003757776277e-08
-75,-53,1.9211917844111094e-08
-75,-52,2.6349614461937541e-08
-75,-51,2.6700191672927792e-08
-75,-50,2.8140489557139411e-08
-75,-49,2.0724828553587859e-08
-75,-48,3.2438407916405286e-08
-75,-47,4.0127529056148715e-08
-75,-46,4.9080626346652735e-08
-75,-45,3.8156412635507539e-08
-75,-44,2.7623512648077726e-08
-75,-43,4.1396496921991308e-08
-75,-42,4.1261133735452934e-08
-75,-41,4.4499482609604552e-08
-75,-40,7.5033331417314833e-08
-75,-39,5.2335360968896498e-08
-75,-38,4.1899425195999344e-08
-75,-37,6.1090611538284626e-08
-75,-36,6.8505989192926198e-08
-75,-35,6.8546331491090241e-08
-75,-34,9.8822126360119952e-08
-75,-33,5.1913925987510222e-08
-75,-32,1.2914643691581107e-07
-75,-31,9.4637020413471611e-08
-75,-30,7.3315921197580756e-08
-75,-29,1.1439343239660942e-07
-75,-28,1.0728997927640147e-07
-75,-27,1.1894491514273221e-07
-75,-26,1.059717558814619e-07
-75,-25,1.0832236660756306e-07
-75,-24,1.1967677238350262e-07
-75,-23,1.2767865563625005e-07
-75,-22,1.3100728545053746e-07
-75,-21,1.3247293119176494e-07
-75,-20,1.4475911145090503e-07
-75,-19,1.3969551496965539e-07
-75,-18,1.5199089213433223e-07
-75,-17,1.8831001125403919e-07
-75,-16,1.7381187414824589e-07
-75,-15,2.2857040079033686e-07
-75,-14,2.1197383487118193e-07
-75,-13,2.4146565437484534e-07
-75,-12,2.0169696254268835e-07
-75,-11,2.6711924137252204e-07
-75,-10,2.5024274081217821e-07
-75,-9,2.3346150911194151e-07
-75,-8,3.078824365176587e-07
-75,-7,3.2352984382879691e-07
-75,-6,3.3825530770051005e-07
-75,-5,3.7499151966877095e-07
-75,-4,2.8465076143102363e-07
-75,-3,2.9732609707559706e-07
-75,-2,4.1493587896200148e-07
-75,-1,3.0016309313211968e-07
-75,0,3.4510377720417414e-07
-75,1,3.9934735151063335e-07
-75,2,2.9070391339264655e-07
-75,3,3.2924323554478786e-07
-75,4,3.3605976190570865e-07
-75,5,3.6328235942717612e-07
-75,6,3.7837806014781692e-07
-75,7,3.2815058708059783e-07
-75,8,3.7135166643603203e-07
-75,9,2.9470497598270873e-07
-75,10,2.8572428778070262e-07
-75,11,2.8503486663693868e-07
-75,12,2.2461549149644509e-07
-75,13,2.3459007336808742e-07
-75,14,2.867342177008705e-07
-75,15,2.3180582231716034e-07
-75,16,2.270317425110562e-07
-75,17,2.0100731615796739e-07
-75,18,2.4564831605927554e-07
-75,19,2.0981602245069604e-07
-75,20,2.215788869320049e-07
-75,21,1.771585801814026e-07
-75,22,1.7742587428292418e-07
-75,23,1.6787699844628089e-07
-75,24,1.3973740714515132e-07
-75,25,1.4863769423279119e-07
-75,26,1.3571431098224779e-07
-75,27,1.5205960162032337e-07
-75,28,1.2585516493806858e-07
-75,29,1.1749793500885185e-07
-75,30,1.2204167248145581e-07
-75,31,9.378800284504009e-08
-75,32,9.5339475573247911e-08
-75,33,1.1140635833532024e-07
-75,34,1.3739363397912052e-07
-75,35,8.1033345770757381e-08
-75,36,1.0427839433520804e-07
-75,37,6.5217657446708059e-08
-75,38,9.1239594415133042e-08
-75,39,1.1595234220348164e-07
-75,40,6.8502385849660715e-08
-75,41,7.5710861799052879e-08
-75,42,8.8032138785689367e-08
-75,43,4.802794662528585e-08
-75,44,9.388463985993049e-08
-75,45,5.951230959958182e-08
-75,46,4.3468277889088942e-08
-75,47,9.3910599534822321e-08
-75,48,5.6551249314781132e-08
-75,49,3.8324597120119345e-08
-75,50,7.0902017461636798e-08
-75,51,3.2744058862044016e-08
-75,52,3.986294967683708e-08
-75,53,3.8050345636427497e-08
-75,54,4.0655615254425771e-08
-75,55,2.5040982233806551e-08
-75,56,1.2499734933874412e-08
-75,57,2.3506532913250294e-08
-75,58,2.0163589485366329e-08
-75,59,3.4569810146925008e-08
-75,60,2.5709204381265263e-08
-75,61,1.9587573926811486e-08
-75,62,1.3987155551671597e-08
-75,63,3.529376575120136e-08
-75,64,2.6356709062254955e-08
-75,65,2.2151600523339605e-08
-75,66,2.2322992999658988e-08
-75,67,9.4139909020126987e-09
-75,68,2.1806900533110846e-08
-75,69,1.1434634181367549e-08
-75,70,1.2572773429748366e-08
-75,71,1.2839060533448518e-08
-75,72,1.5647977043119117e-08
-75,73,1.1197517872343688e-08
-75,74,3.8511824421465772e-09
-75,75,2.6604049969344868e-09
-75,76,6.3365278546767195e-09
-75,77,1.3013677323024905e-08
-75,78,6.1543888024612676e-09
-75,79,1.7570423346700328e-09
-75,80,5.1506491212570618e-09
-75,81,3.8207153896618374e-09
-75,82,1.751950816580614e-08
-75,83,2.9261704632777508e-09
-75,84,1.9299843117926592e-09
-75,85,1.9100399763173778e-08
-75,86,2.4759903922039608e-09
-75,87,4.2495621593391431e-09
-75,88,8.1760113050930621e-09
-75,89,7.2939506880285184e-09
-75,90,1.7525971219271629e-08
-75,91,1.1062027993110254e-09
-75,92,1.0925494843874074e-09
-75,93,6.940276203199065e-10
-75,94,5.787487825760425e-10
-75,95,2.1382921446442582e-09
-75,96,5.9086136031631191e-09
-75,97,4.4727084343616644e-09
-75,98,1.6043164317785585e-08
-75,99,1.1919642634909426e-08
-75,100,1.4495267217381692e-09
-75,102,7.4190583496688677e-09
-75,103,4.5018007107378992e-10
-75,104,5.2521009772239522e-10
-75,105,1.0129051605650855e-09
-75,106,4.0120513155895864e-09
-75,107,1.0129051605650855e-09
-75,108,1.4630852316388754e-09
-75,109,1.0176774845552968e-10
-75,110,2.6304751735386179e-09
-75,113,1.4760748410124702e-09
-75,115,7.7942403275959234e-10
-75,116,1.0129051605650855e-09
-75,117,7.5030009995259949e-11
-75,121,1.0129051605650855e-09
-75,123,9.6458130429340422e-11
-75,127,6.9855819051388211e-09
-74,-127,7.8106590125300724e-09
-74,-126,6.1945584115755821e-12
-74,-124,4.5018007107378992e-10
-74,-123,2.6548109559849237e-11
-74,-122,7.5030009995259949e-11
-74,-118,4.7786595264838342e-10
-74,-116,1.0129051605650855e-09
-74,-113,7.5030009995259949e-11
-74,-112,4.5018007107378992e-10
-74,-109,4.5018007107378992e-10
-74,-107,1.0129051605650855e-09
-74,-106,1.1817227206326241e-09
-74,-105,1.0129051605650855e-09
-74,-104,1.6881752259751125e-10
-74,-103,5.2521009772239522e-10
-74,-102,6.0024007996207959e-10
-74,-101,1.6881752259751125e-10
-74,-100,1.7069328183550192e-09
-74,-99,1.9132653027126653e-09
-74,-98,1.2190322786962367e-09
-74,-97,4.387391119366397e-10
-74,-96,1.0129051605650855e-09
-74,-95,7.5030009995259949e-11
-74,-94,1.0879351705603454e-09
-74,-93,3.2275546866160588e-09
-74,-91,1.8997067928119589e-09
-74,-90,3.2684987470554579e-09
-74,-89,2.2133853204892448e-09
-74,-88,1.1817227206326241e-09
-74,-86,4.1641657468994566e-09
-74,-85,7.6066653015260094e-10
-74,-84,3.7858551848557806e-09
-74,-83,7.6288992515716566e-09
-74,-82,1.5425715264088257e-09
-74,-81,2.470775574326145e-09
-74,-80,9.2816299046043531e-09
-74,-79,1.4475088114861644e-08
-74,-78,2.9421942238412906e-09
-74,-77,2.6479210613522358e-09
-74,-76,2.0349124839477421e-09
-74,-75,3.5264104531238722e-09
-74,-74,3.2159556814396573e-09
-74,-73,1.5505675375854888e-08
-74,-72,1.0879999675926384e-08
-74,-71,6.679836142202725e-09
-74,-70,8.1390334477828921e-09
-74,-69,2.3050901025472842e-08
-74,-68,3.7709060452004575e-09
-74,-67,9.1665880033117397e-09
-74,-66,1.9026081876895773e-08
-74,-65,7.7035659439218029e-09
-74,-64,2.689680604062553e-08
-74,-63,1.0409007838697868e-08
-74,-62,1.9617914195832356e-08
-74,-61,9.8557009279731585e-09
-74,-60,2.4077822684138422e-08
-74,-59,1.3300239384223332e-08
-74,-58,3.8757488528083496e-08
-74,-57,1.2286686209705243e-08
-74,-56,1.0658607714129607e-08
-74,-55,3.1777216966170239e-08
-74,-54,2.0204611860615266e-08
-74,-53,2.2732829675999953e-08
-74,-52,2.8487100518369851e-08
-74,-51,3.8412648373374553e-08
-74,-50,2.2952879141237961e-08
-74,-49,4.4757773075738166e-08
-74,-48,2.9579855381305342e-08
-74,-47,4.3395032748927589e-08
-74,-46,5.8095557557675521e-08
-74,-45,5.9808006757044627e-08
-74,-44,5.0906582797268616e-08
-74,-43,4.188352831387927e-08
-74,-42,4.8325790332505534e-08
-74,-41,5.8374188718237376e-08
-74,-40,4.4336795772814325e-08
-74,-39,6.0806135808369581e-08
-74,-38,3.6411489486723734e-08
-74,-37,4.1352944736121072e-08
-74,-36,5.0338216466156311e-08
-74,-35,6.760697250746785e-08
-74,-34,1.0240433431598661e-07
-74,-33,8.7072217926599801e-08
-74,-32,1.0053444660724031e-07
-74,-31,1.1135305626988776e-07
-74,-30,9.0973652846441493e-08
-74,-29,1.1256464887256249e-07
-74,-28,9.9987699249362187e-08
-74,-27,1.4793916448034079e-07
-74,-26,1.1820214964801898e-07
-74,-25,8.8586297815134191e-08
-74,-24,1.1704048226055477e-07
-74,-23,1.2439621891171338e-07
-74,-22,1.5625020574783876e-07
-74,-21,1.4921328287836045e-07
-74,-20,1.8635234877146037e-07
-74,-19,1.6657590090423766e-07
-74,-18,1.7336110726461932e-07
-74,-17,2.954224941251591e-07
-74,-16,2.0199952158857473e-07
-74,-15,2.0165704851610896e-07
-74,-14,2.6777950894117653e-07
-74,-13,2.0247313100008895e-07
-74,-12,2.6456013430410875e-07
-74,-11,1.9777448241648179e-07
-74,-10,3.1687408342851618e-07
-74,-9,3.607900270599949e-07
-74,-8,3.2700008764385579e-07
-74,-7,3.2964304798681119e-07
-74,-6,3.3041239807785003e-07
-74,-5,3.9047236436056454e-07
-74,-4,2.9746648254315562e-07
-74,-3,3.3914734720507142e-07
-74,-2,3.9545649195464038e-07
-74,-1,3.6446095231163876e-07
-74,0,3.7739788916191876e-07
-74,1,4.2002931646132828e-07
-74,2,3.415147775399346e-07
-74,3,3.531218569401488e-07
-74,4,4.1486273996375677e-07
-74,5,3.5692765742250192e-07
-74,6,3.3647985181967134e-07
-74,7,2.9200892742693066e-07
-74,8,3.8952962478719751e-07
-74,9,2.9393352053676234e-07
-74,10,3.0194340059244249e-07
-74,11,3.152766767730611e-07
-74,12,2.346449841151569e-07
-74,13,3.2889544333723021e-07
-74,14,1.8353701574256921e-07
-74,15,2.729065686112327e-07
-74,16,2.3440879047628705e-07
-74,17,2.0678293436100862e-07
-74,18,2.0274931468949658e-07
-74,19,2.0558403276628753e-07
-74,20,2.2974952728438846e-07
-74,21,2.3881098358498327e-07
-74,22,1.5480464422155634e-07
-74,23,2.0652219502283373e-07
-74,24,1.7389940449914802e-07
-74,25,1.8328887147825384e-07
-74,26,1.3553842820657852e-07
-74,27,1.453595506138261e-07
-74,28,1.439989042662455e-07
-74,29,1.0804295029138297e-07
-74,30,1.5851820274931108e-07
-74,31,1.4915353441492072e-07
-74,32,1.246554231184655e-07
-74,33,1.1051470607556008e-07
-74,34,1.2570237090007906e-07
-74,35,8.5890480202829733e-08
-74,36,1.2779385557274866e-07
-74,37,9.0742904532905104e-08
-74,38,6.6387591819841678e-08
-74,39,9.6375418990521396e-08
-74,40,7.1726809600882142e-08
-74,41,8.498123968328355e-08
-74,42,6.8452134846512187e-08
-74,43,9.5270445805264791e-08
-74,44,6.980284745505742e-08
-74,45,6.1915184839176996e-08
-74,46,6.5225020802715002e-08
-74,47,5.9684921393153571e-08
-74,48,8.3872141279739149e-08
-74,49,6.5387768835643737e-08
-74,50,7.1452354833456436e-08
-74,51,3.0873063718826522e-08
-74,52,3.5881096290215179e-08
-74,53,6.321348053661081e-08
-74,54,3.6625676909237375e-08
-74,55,2.9876594281709175e-08
-74,56,2.7763568707058153e-08
-74,57,2.3930796649496674e-08
-74,58,2.3276212081890296e-08
-74,59,1.8223380592587369e-08
-74,60,2.5380718542283936e-08
-74,61,1.5985232479869501e-08
-74,62,1.1677201390186982e-08
-74,63,1.504059426589755e-08
-74,64,3.6145454294759461e-08
-74,65,2.2306179401728548e-08
-74,66,9.0548485130667012e-09
-74,67,4.0675605754493429e-08
-74,68,6.8610742171738609e-09
-74,69,2.1733514733740387e-08
-74,70,7.2028811371806388e-09
-74,71,2.3698516507857216e-08
-74,72,5.5355335460895038e-09
-74,73,1.1282977869164888e-08
-74,74,6.3067246343256807e-09
-74,75,1.6093890256813825e-08
-74,76,1.3836021003038131e-08
-74,77,7.8969087326842455e-09
-74,78,7.4032401817962452e-09
-74,79,4.1538308153561376e-09
-74,80,1.6067926332873701e-10
-74,81,5.001031502245317e-09
-74,82,1.6657358003076127e-09
-74,83,3.7890155248385886e-09
-74,84,1.8897528530916069e-08
-74,85,1.7069328183550192e-09
-74,86,1.2444205052504162e-08
-74,87,2.7039564215262043e-10
-74,88,1.6881752259751125e-10
-74,89,2.4239371524292075e-09
-74,90,1.1059436306280691e-08
-74,91,1.2432163005623089e-08
-74,92,6.189975936713012e-10
-74,93,3.6761230020751282e-09
-74,94,2.7010804264427395e-09
-74,95,3.2450479934654356e-09
-74,97,2.6927999487521708e-09
-74,98,1.7046730121189361e-09
-74,99,1.4495267217381692e-09
-74,100,8.4555723362310228e-09
-74,101,6.0774309633905136e-09
-74,102,9.7564297143780876e-09
-74,103,1.5486396757522816e-10
-74,104,6.7937873958792504e-10
-74,105,7.2564830854030962e-10
-74,106,1.3315773045750041e-09
-74,108,3.6389556491770619e-09
-74,110,4.5018007107378992e-10
-74,111,4.5018007107378992e-10
-74,112,4.5018007107378992e-10
-74,113,7.0439082885903378e-09
-74,114,4.5018007107378992e-10
-74,116,1.0129051605650855e-09
-74,127,2.5957934928047611e-08
-73,-127,6.8110278635318348e-09
-73,-123,6.189975936713012e-10
-73,-121,6.7937873958792504e-10
-73,-120,4.0120513155895864e-09
-73,-119,3.6086464945618739e-10
-73,-118,8.6024722507733484e-09
-73,-117,4.5018007107378992e-10
-73,-116,1.6881752259751125e-10
-73,-114,1.631902791706414e-09
-73,-113,1.6881752259751125e-10
-73,-112,1.6881752259751125e-10
-73,-110,1.6881752259751125e-10
-73,-109,1.6881752259751125e-10
-73,-108,1.6881752259751125e-10
-73,-107,2.7010804264427395e-09
-73,-105,4.7786595264838342e-10
-73,-103,1.4243692011476718e-09
-73,-102,5.9086136031631191e-09
-73,-101,1.1171696986957896e-09
-73,-99,6.92151856388806e-09
-73,-98,3.376350451950225e-10
-73,-97,1.5381152582874806e-09
-73,-96,3.7786807039194914e-09
-73,-95,5.5289596264364341e-10
-73,-94,1.4630852316388754e-09
