a,b,p_calib
94,32,2.4912255562390795e-08
94,33,1.1587016653815089e-08
94,34,2.9080292060254245e-08
94,35,2.979073958435574e-08
94,36,2.042908599158238e-08
94,37,2.4080777742012655e-08
94,38,1.7597208945761786e-08
94,39,1.3060200085397614e-08
94,40,5.1167024424521325e-08
94,41,2.4992310812662424e-08
94,42,1.9818131390467919e-08
94,43,2.2587874518463315e-08
94,44,1.5108670667148114e-08
94,45,3.9015605432560937e-09
94,46,1.0540515446393296e-08
94,47,7.8405886489439643e-09
94,48,5.1932209502175169e-09
94,49,6.7684245405138393e-09
94,50,1.2325338757188937e-08
94,51,2.1136008868476917e-08
94,52,7.9715912314843194e-09
94,53,1.4269639722611208e-08
94,54,5.5199206128152432e-09
94,55,2.3981112221178931e-08
94,56,7.700263165259257e-09
94,57,3.0949880233452894e-09
94,58,5.5581152605015976e-09
94,59,3.3623969743005106e-09
94,60,1.3096735349748205e-08
94,61,3.6386079214883857e-09
94,62,8.3470888037580358e-09
94,63,4.0354706601888672e-09
94,64,1.1824654175343384e-09
94,65,6.0024007996207959e-10
94,66,3.7422087565795386e-09
94,67,9.157959462695058e-09
94,68,9.4612716665262539e-09
94,69,9.0478482707422139e-10
94,70,4.077252188483061e-09
94,71,1.4689953567871855e-10
94,72,1.9849610145720153e-09
94,73,6.0928858217134319e-09
94,74,5.2521009772239522e-10
94,75,7.5030009995259949e-11
94,76,2.2914494706068444e-09
94,78,1.7150077590499529e-09
94,79,2.343550184286556e-09
94,80,6.1060651016208107e-10
94,82,3.6389556491770619e-09
94,83,2.9983086089521375e-09
94,84,1.2743091811571518e-09
94,85,1.7360566605409982e-09
94,86,1.0879351705603454e-09
94,87,7.5030009995259949e-11
94,92,4.5018007107378992e-10
94,93,3.6389556491770619e-09
94,96,8.9848440740310442e-09
94,97,4.42468492664154e-12
94,104,6.1945584115755821e-12
94,106,7.5030009995259949e-11
94,109,5.9086136031631191e-09
94,110,7.5030009995259949e-11
94,111,7.5030009995259949e-11
94,112,1.6881752259751125e-10
94,113,2.6260504886119764e-09
94,121,7.5030009995259949e-11
94,122,4.5018007107378992e-10
94,127,1.3753500570343994e-09
95,-127,3.0788758656835935e-08
95,-121,2.8676382690920371e-09
95,-119,1.0648003906035609e-08
95,-113,2.6260504886119764e-09
95,-112,7.5030009995259949e-11
95,-109,1.5486396757522816e-10
95,-106,8.5346640917750955e-09
95,-105,8.8139723350121414e-10
95,-104,6.1112641718318564e-09
95,-103,2.6260504886119764e-09
95,-102,3.0762304708679243e-09
95,-101,7.8781511105645618e-09
95,-98,5.9086136031631191e-09
95,-97,5.9836436131583786e-09
95,-96,5.7604812355674837e-09
95,-95,5.9086136031631191e-09
95,-93,2.6260504886119764e-09
95,-92,4.5018007107378992e-10
95,-90,6.058673623153639e-09
95,-89,5.2521009772239522e-10
95,-88,9.6410403497946761e-09
95,-87,1.7305859068551989e-08
95,-86,4.5018007107378992e-10
95,-85,7.9344235246130018e-09
95,-84,6.92151856388806e-09
95,-83,5.2521009772239528e-09
95,-82,1.283013216705118e-08
95,-81,8.5346640917750955e-09
95,-80,9.7935970502758644e-09
95,-79,1.1817227206326238e-08
95,-78,1.878106411985159e-08
95,-77,1.1835984553770992e-08
95,-76,2.6260504886119764e-09
95,-75,6.508853683125199e-09
95,-74,3.0762304708679243e-09
95,-73,7.8781511105645618e-09
95,-72,1.7069328183550191e-08
95,-71,1.9276550182135149e-08
95,-70,2.538697740339334e-08
95,-69,1.6154081634152113e-08
95,-68,1.2466091128010668e-08
95,-67,9.1959805397127945e-09
95,-66,3.1031688667225994e-08
95,-65,3.8270220974294766e-08
95,-64,2.5670567642891379e-08
95,-63,9.3412362533855948e-09
95,-62,1.7638531933705871e-09
95,-61,2.6512474362764364e-08
95,-60,1.9552240129143135e-08
95,-59,2.6007538805144563e-08
95,-58,2.7362756474732079e-08
95,-57,3.4395428571577411e-08
95,-56,3.2059464789819324e-08
95,-55,2.3947089037342488e-08
95,-54,5.8134684127196095e-08
95,-53,2.8438192618421946e-08
95,-52,4.604072468314941e-08
95,-51,4.3720263682811098e-08
95,-50,2.7058795629094462e-08
95,-49,2.2544606502600765e-08
95,-48,5.5215987107572075e-08
95,-47,7.1303794560589905e-08
95,-46,6.3422374241047846e-08
95,-45,5.8997942568987961e-08
95,-44,3.8101782104130633e-08
95,-43,8.4369447308312581e-08
95,-42,7.8717985780728005e-08
95,-41,8.1357750455417997e-08
95,-40,5.2993121561865825e-08
95,-39,4.5371633407158444e-08
95,-38,1.0501379541201166e-07
95,-37,7.0460147982629145e-08
95,-36,5.7339854671958366e-08
95,-35,6.972944696543356e-08
95,-34,9.0633440362163703e-08
95,-33,1.0275241677037388e-07
95,-32,9.5168302807140203e-08
95,-31,7.5622699782964773e-08
95,-30,1.4645660764173577e-07
95,-29,1.2855441555055797e-07
95,-28,1.0068332271475088e-07
95,-27,1.1315590960128987e-07
95,-26,1.0694927722772482e-07
95,-25,9.9273492948768847e-08
95,-24,1.3290641911265715e-07
95,-23,1.2458833083366617e-07
95,-22,1.2521570384245183e-07
95,-21,1.2019643350272754e-07
95,-20,1.2536723204326545e-07
95,-19,1.3935972951372593e-07
95,-18,1.4612787681048498e-07
95,-17,1.2329641741583558e-07
95,-16,1.6524345208570863e-07
95,-15,1.7482904450015393e-07
95,-14,1.9320097177227079e-07
95,-13,2.1316165129009382e-07
95,-12,1.6459576112552322e-07
95,-11,2.0514644572967251e-07
95,-10,2.3684827837837664e-07
95,-9,2.0157539294048651e-07
95,-8,2.3814640372288269e-07
95,-7,2.5554558305323041e-07
95,-6,2.9397795646260115e-07
95,-5,2.8766573069326322e-07
95,-4,2.9501532327555277e-07
95,-3,3.5540370099108323e-07
95,-2,3.7852994715472281e-07
95,-1,3.3200674513583514e-07
95,0,3.6620754876804865e-07
95,1,3.4263279238731069e-07
95,2,2.6504821321983426e-07
95,3,2.5072737783926956e-07
95,4,2.4468503468483253e-07
95,5,2.5497761286066318e-07
95,6,2.8237679589708363e-07
95,7,2.3382804542216283e-07
95,8,2.7024910395238267e-07
95,9,2.0730566856721477e-07
95,10,2.1314272315489103e-07
95,11,1.8293160846489871e-07
95,12,1.8895252803962374e-07
95,13,1.1941623908802531e-07
95,14,1.1851895969026831e-07
95,15,1.2033298524655326e-07
95,16,1.1820629637478207e-07
95,17,1.0576488668762985e-07
95,18,1.0052708574043486e-07
95,19,1.0461378845484821e-07
95,20,8.4101515849526449e-08
95,21,1.0751996810986133e-07
95,22,4.7512028293366769e-08
95,23,7.8046364796372337e-08
95,24,6.4746680585852821e-08
95,25,6.3684079025242599e-08
95,26,6.8667677275358933e-08
95,27,5.5111770828081793e-08
95,28,4.8419547333040627e-08
95,29,4.8329551944383551e-08
95,30,3.099425295994013e-08
95,31,4.4414117215440942e-08
95,32,4.2179192963230547e-08
95,33,1.5294049013125765e-08
95,34,2.976957926600893e-08
95,35,2.8450550155279069e-08
95,36,2.9564431898251078e-08
95,37,3.0744937991417315e-08
95,38,1.1725636261349424e-08
95,39,1.297497711343182e-08
95,40,1.977630283238319e-08
95,41,1.1085921231793877e-08
95,42,1.4094501340107269e-08
95,43,7.0168388923285161e-09
95,44,2.6590126848862858e-08
95,45,8.5249770399887277e-09
95,46,1.6750829400135026e-08
95,47,5.7424663727870516e-09
95,48,6.4062325927107307e-09
95,49,7.3910408274857489e-09
95,50,4.8523462899737965e-09
95,51,1.8676356851567845e-08
95,52,7.2180514495604209e-09
95,53,1.2537376098519147e-08
95,54,5.8352110291932139e-09
95,55,5.4740303188047879e-09
95,56,1.2962824932657136e-08
95,57,5.374506608295428e-09
95,58,7.8083203959750788e-09
95,59,2.1648403055692353e-09
95,60,1.7521752503789527e-09
95,61,3.0830097382532491e-09
95,62,4.4395706737372389e-09
95,63,2.7273124804940779e-09
95,64,6.92151856388806e-09
95,65,6.0024007996207959e-10
95,66,1.9911081684164356e-10
95,67,2.1008403311254309e-09
95,68,1.4630852316388754e-09
95,69,1.519357735818881e-09
95,70,5.591663712969972e-09
95,71,1.4612094655485319e-08
95,72,8.217714112764106e-09
95,74,2.2182840686723441e-09
95,75,3.251242551877011e-09
95,76,3.349518042529296e-09
95,78,4.5477383721924276e-09
95,79,6.1298478397807448e-09
95,80,2.4570274716072664e-09
95,81,1.0129051605650855e-09
95,82,2.6448079522714994e-09
95,83,1.500600199905199e-10
95,84,5.9086136031631191e-09
95,85,1.0129051605650855e-09
95,86,1.9132653027126653e-09
95,87,4.5018007107378992e-10
95,88,6.189975936713012e-10
95,89,6.940276203199065e-10
95,91,4.8734742397185625e-10
95,92,1.0129051605650855e-09
95,93,4.5018007107378992e-10
95,96,6.5377879257130249e-10
95,97,1.2544929410451462e-09
95,98,2.7010804264427395e-09
95,102,2.0265056866873738e-10
95,104,6.92151856388806e-09
95,106,1.6881752259751125e-10
95,107,5.2521009772239522e-10
95,110,2.4384753259277121e-10
95,112,4.5018007107378992e-10
95,113,9.5642724349647413e-10
95,114,2.0265056866873738e-10
95,120,2.1008403311254309e-09
95,123,1.5486396757522816e-10
95,124,2.6260504886119764e-09
95,127,8.5346640917750955e-09
96,-127,3.2985882669621576e-08
96,-123,5.9086136031631191e-09
96,-122,9.7874028051553482e-09
96,-120,6.3649882326484852e-09
96,-119,2.6260504886119764e-09
96,-118,1.6881752259751125e-10
96,-117,5.4136019243949858e-09
96,-114,4.5018007107378992e-10
96,-113,1.5486396757522816e-10
96,-111,5.9836436131583786e-09
96,-110,2.6260504886119764e-09
96,-109,6.1945584115755821e-12
96,-108,2.6260504886119764e-09
96,-107,2.7010804264427395e-09
96,-106,7.4334702881797285e-09
96,-105,1.0004212575421489e-08
96,-104,5.9086136031631191e-09
96,-103,7.5030009995259949e-11
96,-102,3.5074477221131906e-09
96,-101,2.6260504886119764e-09
96,-100,2.8698979490402508e-09
96,-99,7.5030009995259949e-11
96,-98,7.7675341305081589e-09
96,-97,1.5486396757522816e-10
96,-96,9.5949287672070546e-09
96,-95,2.6260504886119764e-09
96,-94,5.9086136031631191e-09
96,-93,5.9836436131583786e-09
96,-92,1.1817227206326241e-09
96,-91,3.5618712445157961e-09
96,-90,1.2267407277400028e-08
96,-89,1.254671531854684e-08
96,-88,7.5030009995259949e-11
96,-87,1.2136104305094048e-08
96,-86,1.1817227206326238e-08
96,-85,1.6596376550466049e-08
96,-84,3.6389556491770619e-09
96,-83,7.0528211402599909e-09
96,-82,2.4384753259277121e-10
96,-81,2.4230680500093564e-08
96,-80,9.2306192733291918e-09
96,-79,1.1254501870855054e-08
96,-78,3.6699284436635528e-09
96,-77,6.2650061377890387e-09
96,-76,8.7785113898332539e-09
96,-75,1.2781682140490285e-08
96,-74,9.7163868124077191e-09
96,-73,6.6368219118338886e-09
96,-72,9.1536614342584378e-09
96,-71,2.0147485911296047e-08
96,-70,7.2476336086908472e-09
96,-69,6.245932514067166e-09
96,-68,7.5082003448918076e-09
96,-67,2.8453773571801206e-08
96,-66,1.4650305334429957e-08
96,-65,2.4268590262885124e-08
96,-64,1.4977367974699917e-08
96,-63,3.6787872505028463e-08
96,-62,1.6487845317806102e-08
96,-61,1.4319354242881957e-08
96,-60,1.6669352158603027e-08
96,-59,5.6939467039486629e-08
96,-58,2.6287052298550747e-08
96,-57,3.0548166683064935e-08
96,-56,4.500724524705941e-08
96,-55,3.21721680603219e-08
96,-54,3.411517292849016e-08
96,-53,4.3078383194611858e-08
96,-52,3.2917442792183982e-08
96,-51,4.501906597016999e-08
96,-50,6.0960322245923537e-08
96,-49,2.4542209770350614e-08
96,-48,5.7582359003469676e-08
96,-47,4.8474269604913275e-08
96,-46,5.3597075788908177e-08
96,-45,3.9465122218463802e-08
96,-44,2.6777733644163674e-08
96,-43,8.3722824639003295e-08
96,-42,5.9992799925543623e-08
96,-41,5.8200390853187466e-08
96,-40,8.5680684828642171e-08
96,-39,8.8371620829346598e-08
96,-38,5.475215572911305e-08
96,-37,4.7680941570103492e-08
96,-36,4.233119688516459e-08
96,-35,9.9508744771700767e-08
96,-34,5.8763417809919734e-08
96,-33,9.3356550991562247e-08
96,-32,8.9985398916240392e-08
96,-31,7.6025377325319109e-08
96,-30,8.8678109352794047e-08
96,-29,8.0482630209784585e-08
96,-28,1.2018284472618877e-07
96,-27,8.6260622161253354e-08
96,-26,1.3169181451751254e-07
96,-25,8.7717100484989409e-08
96,-24,1.1776405812498328e-07
96,-23,9.3979104728164225e-08
96,-22,9.3387745596270223e-08
96,-21,9.3353958747989328e-08
96,-20,1.2739342139728341e-07
96,-19,1.1357764548908464e-07
96,-18,1.0086325221297623e-07
96,-17,1.6046397073814739e-07
96,-16,1.8258513858121531e-07
96,-15,1.1580191745295022e-07
96,-14,2.0088177107505898e-07
96,-13,1.9260151599578033e-07
96,-12,1.5906942474114293e-07
96,-11,2.752180920470583e-07
96,-10,2.4114189415284333e-07
96,-9,2.8985101625944762e-07
96,-8,2.5535383600154378e-07
96,-7,2.1964624265527383e-07
96,-6,2.4729177653539383e-07
96,-5,2.9193408738579756e-07
96,-4,2.7738152130784531e-07
96,-3,3.1850235748389751e-07
96,-2,2.5339494712356074e-07
96,-1,3.4798192293803187e-07
96,0,3.6940229386776717e-07
96,1,3.2544389673283568e-07
96,2,3.4710829361548431e-07
96,3,2.8551767473822184e-07
96,4,3.0666864551298088e-07
96,5,1.9811590991619474e-07
96,6,2.0169161002139708e-07
96,7,2.4331569734133315e-07
96,8,1.9719831966144142e-07
96,9,1.7592154943468157e-07
96,10,2.3238209238266536e-07
96,11,1.8196742256411656e-07
96,12,1.5449880886574669e-07
96,13,1.5848952452514969e-07
96,14,1.2251653565579913e-07
96,15,9.4478097934037222e-08
96,16,9.0566679368771907e-08
96,17,1.3466452069070757e-07
96,18,9.1596540186120689e-08
96,19,7.2867605321915888e-08
96,20,8.9930027927574244e-08
96,21,5.5934605867115292e-08
96,22,1.0739904403736126e-07
96,23,4.7289971788333467e-08
96,24,4.9226908980225614e-08
96,25,6.5647167033022138e-08
96,26,4.5873155968201735e-08
96,27,4.6650131250646416e-08
96,28,4.667987173056957e-08
96,29,4.0587728309633799e-08
96,30,3.944838782513095e-08
96,31,4.5071213814410101e-08
96,32,2.7719116754634278e-08
96,33,1.9682925546341331e-08
96,34,1.4372609153652245e-08
96,35,2.5780425721485459e-08
96,36,2.1678269505038545e-08
96,37,4.3526825369361777e-08
96,38,1.3201742373820937e-08
96,39,7.8659991899701825e-09
96,40,3.4226770902726904e-08
96,41,1.6617314601367009e-08
96,42,7.0465158413389712e-09
96,43,1.5252884275974945e-08
96,44,5.8645562373415367e-09
96,45,1.2862289640746379e-08
96,46,1.6908617139684471e-08
96,47,1.1386009961925399e-08
96,48,5.8350689260333097e-09
96,49,3.6234850314998334e-09
96,50,1.9694192997248903e-08
96,51,6.2831628329362869e-09
96,52,7.1300478229554998e-09
96,53,7.13458281753431e-09
96,54,1.1419479226276406e-09
96,55,9.5737696317827404e-09
96,56,1.627522322898508e-08
96,57,2.5200950184737539e-09
96,58,9.3120650664619589e-10
96,59,8.1224568406835529e-11
96,60,1.3419120824352343e-09
96,61,1.2939200835259504e-09
96,62,7.6838761787211574e-09
96,63,1.3950320063885192e-08
96,64,3.1914461537746296e-09
96,65,4.4205444442599422e-09
96,66,1.6881752259751125e-10
96,67,1.6315551153655528e-09
96,68,1.5381152582874806e-09
96,69,6.6026410611129087e-09
96,70,1.0129051605650855e-09
96,72,7.6315699147627407e-09
96,73,2.9302790949568747e-09
96,74,1.5670906004177621e-08
96,75,2.7160611113995425e-09
96,76,7.2579998941118367e-09
96,77,7.2982015455175459e-10
96,78,7.1750688095832656e-09
96,79,1.7695262490202085e-09
96,81,1.0129051605650855e-09
96,82,6.0024007996207959e-10
96,83,1.6778404231521765e-09
96,84,4.5018007107378992e-10
96,85,4.5018007107378992e-10
96,87,3.7480239809308888e-10
96,88,7.5030009995259949e-11
96,89,4.5839733702827034e-10
96,91,1.9911081684164356e-10
96,92,1.7679775845078961e-10
96,93,7.5030009995259949e-11
96,94,1.7679775845078961e-10
96,95,7.5030009995259949e-11
96,96,1.6881752259751125e-10
96,97,2.7875514357830098e-09
96,98,5.1414836418961825e-09
96,99,8.4555723362310228e-09
96,103,1.3634824236473726e-09
96,107,2.6260504886119764e-09
96,109,4.5018007107378992e-10
96,110,1.6881752259751125e-10
96,112,7.5030009995259949e-11
96,117,7.5030009995259949e-11
96,118,3.376350451950225e-10
96,124,6.1945584115755821e-12
96,127,7.4116475625672564e-09
97,-127,3.211636923268491e-08
97,-123,6.1879217331277725e-09
97,-121,2.6260504886119764e-09
97,-120,2.6260504886119764e-09
97,-119,2.6260504886119764e-09
97,-118,5.9086136031631191e-09
97,-114,2.6260504886119764e-09
97,-112,2.6260504886119764e-09
97,-111,4.5919378993237268e-09
97,-108,2.6260504886119764e-09
97,-105,5.7604812355674837e-09
97,-103,2.6260504886119764e-09
97,-102,8.0219534174236338e-09
97,-100,1.9911081684164356e-10
97,-99,1.6881752259751125e-10
97,-98,2.7025674069265499e-08
97,-97,6.3587936742369086e-09
97,-96,2.6260504886119764e-09
97,-95,2.0258103211301709e-09
97,-93,1.017905081934386e-08
97,-92,5.9086136031631191e-09
97,-91,1.4828904212033528e-08
97,-90,3.713985587007825e-09
97,-89,2.5910953842394292e-09
97,-87,1.9699803001817439e-08
97,-86,2.0762422622780657e-08
97,-85,1.1160714580387073e-08
97,-84,1.0129051605650855e-09
97,-83,1.8538876667196585e-08
97,-82,2.3439783464033001e-08
97,-81,8.9848440740310442e-09
97,-80,2.5028008569452313e-08
97,-79,1.2181789362079935e-08
97,-78,5.9836436131583786e-09
97,-77,4.6671575965061168e-09
97,-76,2.0887988594155864e-08
97,-75,1.2173619541112013e-08
97,-74,1.2792617375122424e-08
97,-73,1.5147213669453812e-08
97,-72,1.9721800579888462e-08
97,-71,1.7224192151125419e-08
97,-70,1.2718377379865366e-08
97,-69,2.5282980964070185e-08
97,-68,1.812959285898215e-08
97,-67,2.0942301443275128e-08
97,-66,3.2872042083378156e-08
97,-65,2.5172569471099818e-08
97,-64,3.0214923823677266e-08
97,-63,6.127193035624876e-09
97,-62,9.3627118131042201e-09
97,-61,2.830917969291331e-08
97,-60,3.2928962330074523e-08
97,-59,2.8114114240878117e-08
97,-58,8.7739286681364983e-09
97,-57,1.7261359496737645e-08
97,-56,3.7462241154102182e-08
97,-55,2.4670920191876389e-08
97,-54,1.9118984186368529e-08
97,-53,6.7270425539780758e-08
97,-52,4.124569453070472e-08
97,-51,5.4584744575835206e-08
97,-50,2.4558786129281318e-08
97,-49,6.6320888556875292e-08
97,-48,5.2993770469553155e-08
97,-47,5.7124309903371847e-08
97,-46,3.8085316700343849e-08
97,-45,4.1549908069424272e-08
97,-44,4.4249722756427454e-08
97,-43,4.9561731643575734e-08
97,-42,8.6368249849935901e-08
97,-41,3.871286333897216e-08
97,-40,3.4090299843183952e-08
97,-39,6.0636798061284049e-08
97,-38,6.2588240407750611e-08
97,-37,7.1933586237428557e-08
97,-36,8.4370379710406221e-08
97,-35,5.3273394792081291e-08
97,-34,7.2762457259962475e-08
97,-33,6.359382783702671e-08
97,-32,7.6580154888685241e-08
97,-31,8.3939573211261712e-08
97,-30,6.6651096591635133e-08
97,-29,1.5019801447428769e-07
97,-28,1.2588579147342056e-07
97,-27,1.4453532921475498e-07
97,-26,6.969712953333686e-08
97,-25,1.0252966552186209e-07
97,-24,1.5954743171963233e-07
97,-23,8.4483177656910708e-08
97,-22,1.4961406061417759e-07
97,-21,1.6627578116094571e-07
97,-20,1.3596388094944577e-07
97,-19,1.0422989694917731e-07
97,-18,1.5609147051091723e-07
97,-17,1.1532714844148493e-07
97,-16,1.5855560572453552e-07
97,-15,1.6713908773541727e-07
97,-14,1.515379168738948e-07
97,-13,2.4623987131655688e-07
97,-12,1.7769069355166459e-07
97,-11,2.5411636329561375e-07
97,-10,1.9573138428075393e-07
97,-9,2.626735452870591e-07
97,-8,2.0588955690276166e-07
97,-7,3.0818821433116859e-07
97,-6,2.2415723191986736e-07
97,-5,2.3762047703975985e-07
97,-4,3.3760281771961538e-07
97,-3,2.9251116745192968e-07
97,-2,3.6992088490150023e-07
97,-1,3.0964236064806125e-07
97,0,3.3450206819730597e-07
97,1,2.9703031730959027e-07
97,2,3.131638971374044e-07
97,3,3.915349526118591e-07
97,4,3.1338378169747506e-07
97,5,3.0157872733250031e-07
97,6,2.8575012169026445e-07
97,7,1.7989320977371237e-07
97,8,2.3261300170700328e-07
97,9,1.7822516096103071e-07
97,10,1.9132935460484515e-07
97,11,2.1289397848323195e-07
97,12,1.1714013232774048e-07
97,13,1.3184152906087873e-07
97,14,8.3471013617624477e-08
97,15,9.0097961498577868e-08
97,16,7.6115971525835359e-08
97,17,8.3492870616964952e-08
97,18,9.6592324590729108e-08
97,19,6.0476101932568836e-08
97,20,8.601348687384692e-08
97,21,5.8636508658125442e-08
97,22,5.3097687348574657e-08
97,23,7.3350763370335398e-08
97,24,5.3472362837311577e-08
97,25,6.549862363028503e-08
97,26,6.2488051571043166e-08
97,27,2.3268374793304659e-08
97,28,2.2230848816482944e-08
97,29,6.145855508207046e-08
97,30,1.6868462548161413e-08
97,31,1.6680571755746027e-08
97,32,4.6445157971186157e-08
97,33,3.201649857998447e-08
97,34,5.3330583365045821e-08
97,35,2.7669671063026332e-08
97,36,1.5047199404972662e-08
97,37,2.2300711333660571e-08
97,38,2.1868419930953983e-08
97,39,1.4453200911965813e-08
97,40,8.2848430384219412e-09
97,41,1.4307297444421041e-08
97,42,2.0863763494416236e-08
97,43,8.2141113953255121e-09
97,44,9.5094534920590065e-09
97,45,1.4625716604192368e-08
97,46,2.6423759063813336e-08
97,47,1.7549595478893077e-08
97,48,1.3663490080869753e-08
97,49,7.0024745156026963e-09
97,50,3.6512815457832428e-09
97,51,2.4561426016516536e-09
97,52,5.0278957574469485e-09
97,53,1.324058435523474e-08
97,54,1.8176036509527599e-08
97,55,1.7812675241511518e-09
97,56,1.2378956533540906e-08
97,57,4.7053993276296354e-09
97,58,4.5172238740083228e-09
97,59,8.1224568406835529e-11
97,60,3.1215361329051384e-09
97,61,3.543809025950515e-09
97,62,3.0824250174967908e-09
97,63,1.1946649010498614e-09
97,64,9.8927894268065583e-09
97,65,8.1129441202353937e-09
97,66,6.1945584115755821e-12
97,67,1.1231682700504526e-08
97,68,7.0950769956774458e-09
97,69,1.7521752503789527e-09
97,70,4.5018007107378992e-10
97,71,1.0544971959611804e-09
97,72,2.1946278811977095e-09
97,73,3.3200781089318828e-09
97,74,7.3982467445216998e-09
97,75,4.5637462948536549e-10
97,76,4.4167202810270982e-09
97,77,8.1224568406835529e-11
97,78,2.2797872330050598e-09
97,79,1.0879351705603454e-09
97,81,1.6881752259751125e-10
97,82,2.7010804264427395e-09
97,83,4.4727084343616644e-09
97,84,5.9086136031631191e-09
97,85,8.8139723350121414e-10
97,88,2.9893170179227164e-09
97,89,7.5030009995259949e-11
97,91,1.9683368014770584e-09
97,93,2.0258103211301709e-09
97,94,7.3601471053471738e-10
97,96,1.1817227206326241e-09
97,97,1.0176774845552968e-10
97,98,2.7948680112094877e-09
97,99,2.7875514357830098e-09
97,100,5.2521009772239522e-10
97,103,8.8139723350121414e-10
97,104,2.1280204942259667e-09
97,109,4.5018007107378992e-10
97,112,4.5018007107378992e-10
97,114,4.5018007107378992e-10
97,117,1.159804696243804e-09
97,118,7.5030009995259949e-11
97,125,1.0129051605650855e-09
97,126,4.8734742397185625e-10
97,127,5.1836761723051565e-10
98,-127,3.2086328635571171e-08
98,-125,1.0129051605650855e-09
98,-124,2.8428600451601864e-09
98,-123,1.0129051605650855e-09
98,-119,5.9086136031631191e-09
98,-118,2.6260504886119764e-09
98,-117,1.0129051605650855e-09
98,-116,1.5949993514482387e-08
98,-112,8.5346640917750955e-09
98,-111,1.1817227206326238e-08
98,-110,8.8139723350121414e-10
98,-109,2.6260504886119764e-09
98,-108,1.2267407277400028e-08
98,-106,6.0634775707383472e-09
98,-104,2.7010804264427395e-09
98,-103,6.9688782785950782e-09
98,-102,1.1817227206326238e-08
98,-101,3.2366569987740573e-09
98,-100,6.3959610271349757e-09
98,-99,2.6260504886119764e-09
98,-97,5.9086136031631191e-09
98,-96,4.5018007107378992e-10
98,-95,6.5276110344643039e-09
98,-94,3.0972793515045632e-10
98,-93,2.7010804264427395e-09
98,-92,1.0129051605650855e-09
98,-91,1.4748170232696539e-08
98,-90,7.9632945616451962e-09
98,-89,5.2521009772239528e-09
98,-88,4.8769506518554242e-10
98,-87,1.2551297725587577e-08
98,-86,1.7247294981851112e-08
98,-85,1.045439264649528e-08
98,-84,5.9836436131583786e-09
98,-83,1.9533892915145401e-08
98,-82,1.7528704331474365e-09
98,-80,1.1843775315886088e-08
98,-79,4.5018007107378992e-10
98,-78,2.0265056866873738e-10
98,-77,1.9787712190503168e-08
98,-76,5.9882579269854414e-09
98,-75,1.7149951981466157e-08
98,-74,8.9848440740310442e-09
98,-73,7.3529410585492028e-09
98,-72,1.7782112542259295e-08
98,-71,6.92151856388806e-09
98,-70,1.0560474013224979e-08
98,-69,2.1552054646229484e-08
98,-68,1.5632790640884531e-08
98,-67,2.4357083298353903e-08
98,-66,1.4762155148977392e-08
98,-65,2.0635181529250247e-08
98,-64,3.3776100331482072e-08
98,-63,1.9906625270987e-08
98,-62,2.391175499189418e-08
98,-61,5.0388153414237016e-08
98,-60,1.9605952607699703e-08
98,-59,1.958763759541961e-08
98,-58,1.9863895382545309e-08
98,-57,3.5267140077832745e-08
98,-56,1.4989472891701644e-08
98,-55,2.4277408365903722e-08
98,-54,1.5935597453340363e-08
98,-53,4.6860653344918795e-08
98,-52,1.8822561477126279e-08
98,-51,3.1631013293776663e-08
98,-50,4.2865730799696837e-08
98,-49,3.5789522029629085e-08
98,-48,4.6694440520882602e-08
98,-47,6.9716932358416373e-08
98,-46,3.3666430817421923e-08
98,-45,5.2294085176377759e-08
98,-44,5.5578292840697297e-08
98,-43,6.0625624913922016e-08
98,-42,5.7610107829905242e-08
98,-41,5.1417571477083575e-08
98,-40,3.9721516583953257e-08
98,-39,5.785202542856019e-08
98,-38,6.4120413549211276e-08
98,-37,6.0559553317595428e-08
98,-36,7.5044079086440614e-08
98,-35,1.0637594527805704e-07
98,-34,9.1690659381984242e-08
98,-33,5.1186933122346407e-08
98,-32,1.0411450836538477e-07
98,-31,7.1289004429204775e-08
98,-30,7.2334464149013219e-08
98,-29,7.7391006705984256e-08
98,-28,1.0102170306018222e-07
98,-27,8.223079146724447e-08
98,-26,1.1966357761102488e-07
98,-25,8.5334151520274113e-08
98,-24,8.8083066939320598e-08
98,-23,1.0044569875010902e-07
98,-22,1.1329659705803346e-07
98,-21,1.4139729218071994e-07
98,-20,1.4786833597461285e-07
98,-19,1.580146897907955e-07
98,-18,1.5173237963676501e-07
98,-17,1.188783394174024e-07
98,-16,1.4969614108577008e-07
98,-15,1.7810427418671315e-07
98,-14,1.4475904536769092e-07
98,-13,1.9893591354914285e-07
98,-12,1.3614210282480273e-07
98,-11,2.0993185371626943e-07
98,-10,1.8793300011973141e-07
98,-9,1.6973446444864155e-07
98,-8,2.455314140085878e-07
98,-7,2.4988222421074442e-07
98,-6,2.9365439520069889e-07
98,-5,2.5589625935062171e-07
98,-4,2.7364930817921623e-07
98,-3,3.4080160866295516e-07
98,-2,3.0428927022579837e-07
98,-1,3.5440763518610987e-07
98,0,2.9938470493072884e-07
98,1,3.6443108251381029e-07
98,2,2.9345599320165912e-07
98,3,3.4816469870741112e-07
98,4,3.1267895241213847e-07
98,5,2.1039714908066497e-07
98,6,2.368837301967433e-07
98,7,2.1786646951875181e-07
98,8,1.7978336306110309e-07
98,9,1.5665122399371939e-07
98,10,1.5518818416574045e-07
